"id";"food_category";"name";"water";"calories";"protein";"total_fat";"sfa";"mufa";"pufa";"cholesterol";"carbs";"sugar";"ash";"dietary_fiber";"calcium";"iron";"magnesium";"phosphorus";"potassium";"sodium";"zinc";"copper";"selenium";"edible_fraction";"vitamin_c";"thiamine";"riboflavin";"niacin";"vitamin_b5";"vitamin_b6";"folic_acid";"folate";"food_based_folate";"vitamin_b12";"vitamin_a";"retinol";"carotenoids";"vitamin_e";"vitamin_d";"vitamin_k";"priceTierId";"imageId";"editedById";"isEdited";"can_be_a_dish";"is_gluten_free";"is_lacto_vegetarian";"is_ovo_lacto_vegetarian";"is_ovo_vegetarian";"is_vegan";"has_eggs";"has_gluten";"has_honey";"has_meat";"has_milk"
1073;1;CREMA, ÁCIDA O AGRIA, BAJA GRASA;71.00;181.00;7.00;14.10;8.70;4.10;0.50;35.00;7.00;0.30;0.00;0.90;141.00;0.06;11.00;85.00;211.00;70.00;0.27;0.01;4.10;1.00;1.00;0.04;0.24;0.07;;0.02;0.00;11.00;11.00;0.30;119.00;117.00;27.00;0.40;0.30;0.70;;;;false;;;;;;;;;;;
15083;15;"AZUCAR BLANCA, GRANULADA, FORTIF.C/VIT A Y HIERRO
(1000 mg/0.8 mg)";0.00;387.00;0.00;0.00;0.00;0.00;0.00;0.00;99.80;99.80;0.00;0.01;1.00;0.80;0.00;0.00;2.00;1.00;0.01;0.01;0.60;1.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;;;;false;;;;;;;;;;;
1074;1;CREMA, ÁCIDA O AGRIA, CULTIVADA;73.00;198.00;2.44;19.35;10.14;4.59;0.80;59.00;4.63;3.41;0.00;0.51;101.00;0.07;10.00;76.00;125.00;31.00;0.33;0.02;3.70;1.00;1.00;0.02;0.17;0.09;0.47;0.04;0.00;6.00;6.00;0.21;124.00;121.00;25.00;0.38;0.00;1.50;;;;false;;;;;;;;;;;
1070;1;CREMA, ACIDA O AGRIA, CULTIVADA, BAJA GRASA;80.00;135.00;2.94;12.00;7.47;3.47;0.45;39.00;4.26;0.16;0.00;0.66;104.00;0.07;10.00;95.00;129.00;89.00;0.50;0.02;2.10;1.00;1.00;0.04;0.15;0.07;0.36;0.02;0.00;11.00;11.00;0.30;102.00;100.00;23.00;0.34;0.20;0.60;;;;false;;;;;;;;;;;
1071;1;CREMA, ACIDA O AGRIA, LIVIANA;78.00;136.00;3.50;10.60;6.60;3.10;0.40;35.00;7.10;0.22;0.00;0.70;141.00;0.07;10.00;71.00;212.00;83.00;0.50;0.02;3.10;1.00;1.00;0.04;0.12;0.07;;0.02;0.00;11.00;11.00;0.42;90.00;88.00;21.00;0.30;0.20;0.50;;;;false;;;;;;;;;;;
1072;1;CREMA, ÁCIDA O AGRIA, S/GRASA;81.00;74.00;3.10;0.00;0.00;0.00;0.00;9.00;15.60;0.39;0.00;0.70;125.00;0.00;10.00;95.00;129.00;141.00;0.50;0.02;5.30;1.00;0.00;0.04;0.15;0.07;;0.02;0.00;11.00;11.00;0.30;73.00;72.00;9.00;0.00;0.00;0.00;;;;false;;;;;;;;;;;
1075;1;CREMA, CHANTILLI;61.00;257.00;3.20;22.22;13.83;6.42;0.83;76.00;12.49;8.00;0.00;0.76;101.00;0.05;11.00;89.00;147.00;8.00;0.37;0.01;1.40;1.00;0.00;0.04;0.07;0.07;0.31;0.04;0.00;3.00;3.00;0.29;188.00;184.00;43.00;0.64;0.40;1.90;;;;false;;;;;;;;;;;
1001;1;CREMA, ESPESA;58.00;340.00;2.84;36.08;23.03;9.10;1.57;113.00;2.74;2.92;0.00;0.53;66.00;0.10;7.00;58.00;95.00;27.00;0.24;0.01;3.00;1.00;1.00;0.02;0.19;0.06;0.50;0.04;0.00;4.00;4.00;0.16;411.00;405.00;72.00;0.92;1.60;3.20;;;;false;;;;;;;;;;;
1076;1;CREMA, LIQUIDA PARA CAFE;75.00;191.00;2.96;19.10;10.18;4.53;0.79;59.00;2.82;3.67;0.00;0.61;91.00;0.05;9.00;92.00;136.00;72.00;0.32;0.01;4.60;1.00;1.00;0.02;0.19;0.09;0.44;0.04;0.00;2.00;2.00;0.14;181.00;178.00;37.00;0.12;1.10;1.70;;;;false;;;;;;;;;;;
1002;1;CREMA, RALA;64.00;292.00;2.17;30.91;19.34;9.09;0.88;111.00;2.96;2.96;0.00;0.46;69.00;0.03;7.00;61.00;97.00;34.00;0.25;0.01;0.50;1.00;1.00;0.02;0.13;0.04;0.26;0.03;0.00;4.00;4.00;0.20;279.00;274.00;60.00;0.88;0.60;2.70;;;;false;;;;;;;;;;;
1003;1;CREMA, SUSTITUTO NO LACTEO, EN POLVO;3.00;529.00;2.48;32.92;19.15;9.80;0.41;0.00;59.29;7.77;0.00;2.34;2.00;0.26;1.00;288.00;669.00;124.00;0.07;0.02;0.00;1.00;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.26;0.00;1.70;;;;false;;;;;;;;;;;
1077;1;CREMA, SUSTITUTO NO LACTEO, LIQUIDO;50.00;251.00;0.69;13.50;2.64;4.00;6.27;0.00;35.07;33.04;1.10;0.55;6.00;0.59;19.00;28.00;96.00;67.00;0.25;0.14;0.70;1.00;0.00;0.00;0.02;0.09;0.01;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.58;0.00;3.30;;;;false;;;;;;;;;;;
1045;1;LECHE CHOCOLATADA, BEBIDA CALIENTE, C/COCOA;82.00;77.00;3.52;2.34;1.43;0.68;0.08;8.00;10.74;9.66;1.00;0.65;114.00;0.42;23.00;105.00;197.00;44.00;0.63;0.10;2.70;1.00;0.00;0.04;0.18;0.13;0.33;0.04;0.00;5.00;5.00;0.49;51.00;51.00;4.00;0.03;1.10;0.20;;;;false;;;;;;;;;;;
1078;1;LECHE CHOCOLATADA, DESCREMADA, FLUIDA, C/VIT A&D;85.00;62.00;3.46;1.00;0.58;0.54;0.10;5.00;9.86;9.94;0.10;0.78;129.00;0.23;13.00;96.00;172.00;65.00;0.43;0.03;1.90;1.00;0.00;0.03;0.25;0.12;0.43;0.05;0.00;3.00;3.00;0.23;52.00;51.00;2.00;0.00;1.10;0.10;;;;false;;;;;;;;;;;
1079;1;LECHE CHOCOLATADA, INTEGRA, FLUIDA, C/VIT A&D;82.00;83.00;3.17;3.39;2.10;0.99;0.12;12.00;10.34;9.54;0.80;0.80;112.00;0.24;13.00;101.00;167.00;60.00;0.41;0.07;1.90;1.00;1.00;0.04;0.16;0.13;0.30;0.04;0.00;5.00;5.00;0.33;27.00;26.00;7.00;0.07;1.30;0.30;;;;false;;;;;;;;;;;
1008;1;LECHE CHOCOLATADA, SEMIDESCREMADA, FLUIDA;82.00;76.00;2.99;1.90;1.18;0.46;0.09;8.00;12.13;9.55;0.70;0.81;109.00;0.24;14.00;102.00;169.00;66.00;0.39;0.08;3.40;1.00;0.00;0.05;0.18;0.16;0.54;0.02;0.00;2.00;2.00;0.33;64.00;63.00;11.00;0.04;1.20;0.20;;;;false;;;;;;;;;;;
1080;1;LECHE CONDENSADA, AZUCARADA (LECHERA);;327.00;7.10;8.00;5.30;;;;56.90;;;;238.00;;;;;90.00;;;;1.00;;;;;;;;;;;;;;;;;;;;false;;;;;;;;;;;
1009;1;LECHE CONDENSADA, C/AZUCAR, ENLATADA;27.00;321.00;7.91;8.70;5.49;2.43;0.34;34.00;54.40;54.40;0.00;1.83;284.00;0.19;26.00;253.00;371.00;127.00;0.94;0.02;14.80;1.00;3.00;0.09;0.42;0.21;0.75;0.05;0.00;11.00;11.00;0.44;74.00;73.00;14.00;0.16;0.20;0.60;;;;false;;;;;;;;;;;
1081;1;LECHE CONDENSADA, DESNATADA;;279.00;8.90;0.20;0.10;;;;60.50;60.40;;;328.00;;;258.00;;;;;;1.00;;;;;;;;;;;;;;;;;;;;false;;;;;;;;;;;
1004;1;LECHE DE BURRA, FLUIDA;90.00;43.00;1.70;1.20;;;;;6.50;;0.00;0.40;126.00;0.20;;57.00;;;;;;1.00;2.00;0.02;0.09;0.10;;;;;;;6.00;;;;;;;;;false;;;;;;;;;;;
1005;1;LECHE DE CABRA, FLUIDA, C/VIT D;87.00;69.00;3.56;4.14;2.67;1.11;0.15;11.00;4.45;4.45;0.00;0.82;134.00;0.05;14.00;111.00;204.00;50.00;0.30;0.05;1.40;1.00;1.00;0.05;0.14;0.28;0.31;0.05;0.00;1.00;1.00;0.07;57.00;56.00;7.00;0.07;1.30;0.30;;;;false;;;;;;;;;;;
1084;1;LECHE DE COCO (1a. EXTRACCION);68.00;230.00;2.29;23.84;21.14;1.01;0.26;0.00;5.54;3.34;2.20;0.72;16.00;1.64;37.00;100.00;263.00;15.00;0.67;0.27;6.20;1.00;3.00;0.03;0.00;0.76;0.18;0.03;0.00;16.00;16.00;0.00;0.00;0.00;0.00;0.15;0.00;0.10;;;;false;;;;;;;;;;;
1085;1;LECHE DE COCO (2a. EXTRACCION);92.00;60.00;0.70;6.40;;;;;1.00;;;0.20;13.00;1.80;;25.00;;;;;;1.00;;0.04;0.02;0.14;;;;;;;;;;;;;;;;false;;;;;;;;;;;
1083;1;LECHE DE COCO, ENVASADA;73.00;197.00;2.02;21.33;18.92;0.91;0.23;0.00;2.81;;;0.97;18.00;3.30;46.00;96.00;220.00;13.00;0.56;0.22;;1.00;1.00;0.02;0.00;0.64;0.15;0.03;0.00;14.00;14.00;0.00;0.00;0.00;;;0.00;;;;;false;;;;;;;;;;;
1082;1;LECHE DE OVEJA;81.00;108.00;5.98;7.00;4.60;1.72;0.31;27.00;5.36;;0.00;0.96;193.00;0.10;18.00;158.00;137.00;44.00;0.54;0.05;1.70;1.00;4.00;0.07;0.36;0.42;0.41;0.06;0.00;7.00;7.00;0.71;44.00;44.00;;;;;;;;false;;;;;;;;;;;
1087;1;LECHE DE SOYA, DIF. SABORES, DESCREMADA, FORTIFICADA;93.00;28.00;2.47;0.04;0.00;0.00;0.04;0.00;4.14;3.65;0.20;0.64;116.00;0.35;10.00;87.00;105.00;57.00;0.10;0.13;1.80;1.00;0.00;0.02;0.17;0.32;;0.02;0.00;7.00;7.00;0.23;61.00;61.00;1.00;0.08;1.00;2.30;;;;false;;;;;;;;;;;
1088;1;LECHE DE SOYA, DIF. SABORES, FORTIFICADA, S/AZUCAR;93.00;33.00;2.86;1.61;0.21;0.39;1.01;0.00;1.74;0.41;0.50;0.64;124.00;0.46;16.00;32.00;120.00;37.00;;0.08;;1.00;0.00;0.15;0.21;0.17;0.08;0.05;;;;1.11;63.00;;;;1.20;;;;;false;;;;;;;;;;;
1089;1;LECHE DE SOYA, DIF. SABORES, SEMIDESCREMADA, FORTIFICADA;90.00;43.00;1.65;0.62;0.00;0.21;0.41;0.00;7.20;3.50;0.80;0.64;82.00;0.44;;62.00;64.00;37.00;;;;1.00;0.00;;;;;;;;;0.00;62.00;;;;1.00;;;;;false;;;;;;;;;;;
1086;1;LECHE DE SOYA, EN POLVO (DELISOYA);;436.00;17.40;15.10;6.90;;;;57.50;24.30;;;708.00;9.00;;660.00;900.00;825.00;6.60;;;1.00;;;0.80;;1.80;0.40;42.00;;71.00;2.30;618.00;;;;8.25;;;;;false;;;;;;;;;;;
1090;1;LECHE DE SOYA, ORIGINAL, FORTIFICADA;90.00;43.00;2.60;1.47;0.21;0.38;0.86;0.00;4.92;3.65;0.20;0.65;123.00;0.42;15.00;43.00;122.00;47.00;0.26;0.17;2.30;1.00;0.00;0.03;0.18;0.43;0.10;0.03;0.00;9.00;9.00;0.85;55.00;55.00;2.00;0.11;1.10;3.00;;;;false;;;;;;;;;;;
1091;1;LECHE DE SOYA, ORIGINAL, FORTIFICADA, S/AZUCAR,;92.00;34.00;2.62;0.85;0.08;0.26;0.56;0.00;3.85;0.41;0.60;0.64;123.00;0.46;13.00;103.00;117.00;63.00;0.10;;;1.00;0.00;;0.17;;;;;7.00;7.00;0.23;62.00;;;;1.00;;;;;false;;;;;;;;;;;
1092;1;LECHE DE SOYA, ORIGINAL, FORTIFICADA, SEMIDESCREMADA;93.00;30.00;2.38;0.77;0.01;0.20;0.43;0.00;3.51;2.61;0.30;0.64;123.00;0.43;15.00;87.00;117.00;48.00;0.23;0.09;2.30;1.00;0.00;0.04;0.20;0.22;;0.02;0.00;9.00;9.00;1.00;61.00;61.00;1.00;0.06;1.20;1.60;;;;false;;;;;;;;;;;
1093;1;LECHE DE SOYA, ORIGINAL, NO FORTIFICADA;88.00;54.00;3.27;1.75;0.21;0.40;0.96;0.00;6.28;3.99;0.60;0.65;25.00;0.64;25.00;52.00;118.00;51.00;0.12;0.13;4.80;1.00;0.00;0.06;0.07;0.51;0.37;0.08;0.00;18.00;18.00;0.00;0.00;0.00;2.00;0.11;0.00;3.00;;;;false;;;;;;;;;;;
1094;1;LECHE DE SOYA, SABOR CHOCOLATE, DESCREM, FORTIFICADA;88.00;44.00;2.47;0.04;0.00;0.00;0.04;0.00;8.51;3.65;0.20;0.64;116.00;0.35;10.00;87.00;105.00;57.00;0.10;0.20;1.70;1.00;0.00;0.04;0.17;0.51;;0.04;0.00;7.00;7.00;0.23;61.00;61.00;2.00;0.13;1.00;3.60;;;;false;;;;;;;;;;;
1096;1;LECHE DE SOYA, SABOR CHOCOLATE, FORTIFICADA;86.00;63.00;2.26;1.53;0.24;0.38;0.84;0.00;9.95;7.86;0.40;0.65;126.00;0.48;15.00;51.00;143.00;53.00;0.34;0.21;4.80;1.00;2.00;0.02;0.26;0.51;0.09;0.08;0.00;11.00;11.00;0.70;70.00;70.00;2.00;0.11;1.00;3.00;;;;false;;;;;;;;;;;
1095;1;LECHE DE SOYA, SABOR CHOCOLATE, NO FORTIFICADA;86.00;63.00;2.26;1.53;0.24;0.38;0.84;0.00;9.95;7.86;0.40;0.65;25.00;0.48;15.00;51.00;143.00;53.00;0.34;0.21;4.80;1.00;2.00;0.02;0.26;0.51;0.09;0.08;0.00;11.00;11.00;0.70;0.00;0.00;2.00;0.01;0.00;3.00;;;;false;;;;;;;;;;;
1097;1;LECHE DELACTOMY DESCREMADA, FLUIDA;;34.00;3.10;0.19;0.12;;;2.00;4.65;;;;113.00;0.54;;;;38.00;;;;1.00;6.00;;;;;;16.00;;26.00;;70.00;;;;0.48;;;;;false;;;;;;;;;;;
1098;1;LECHE DELACTOMY DESCREMADA, POLVO;;370.00;34.78;0.43;0.30;;;10.00;56.52;;;;1370.00;6.09;;;;;;;;1.00;65.00;;;;;;174.00;;296.00;;783.00;;;;;;;;;false;;;;;;;;;;;
1099;1;LECHE DELACTOMY INTEGRA, FLUIDA;;64.00;3.10;3.49;1.55;;;0.00;5.04;;;;116.00;0.54;;;;33.00;;;;1.00;5.00;;;;;;16.00;;26.00;;70.00;;;;0.97;;;;;false;;;;;;;;;;;
1100;1;LECHE DELACTOMY SEMIDESCREMADA, FLUIDA;;50.00;3.10;1.94;1.24;;;0.00;5.04;;;;116.00;0.54;;;;30.00;;;;1.00;;;;;;;16.00;;26.00;;70.00;;;;0.00;;;;;false;;;;;;;;;;;
1101;1;LECHE DELACTOMY SEMIDESCREMADA, POLVO;;475.00;27.00;23.00;14.00;;;;40.00;;;;1000.00;4.60;;;;225.00;;;;1.00;;;;;;;133.00;;226.00;;600.00;;;;8.30;;;;;false;;;;;;;;;;;
1069;1;LECHE DESCREMADA, EN POLVO (PL 480);5.00;354.00;35.50;0.20;0.12;0.06;0.01;2.00;51.80;;0.00;7.60;280.00;0.32;60.00;1011.00;680.00;2280.00;4.03;0.02;27.30;1.00;7.00;0.16;1.64;0.67;3.31;0.30;0.00;50.00;50.00;3.98;2.00;1.00;;;;;;;;false;;;;;;;;;;;
1012;1;LECHE DESCREMADA, EN POLVO, C/VIT A&D;3.00;362.00;36.16;0.77;0.50;0.20;0.03;20.00;51.98;51.98;0.00;7.93;1257.00;0.32;110.00;968.00;1794.00;535.00;4.08;0.04;27.30;1.00;7.00;0.42;1.55;0.95;3.57;0.36;0.00;50.00;50.00;4.03;653.00;653.00;1.00;0.00;11.00;0.10;;;;false;;;;;;;;;;;
1013;1;LECHE DESCREMADA, EN POLVO, INSTANTANEA, C/VIT A&D;4.00;358.00;35.10;0.72;0.47;0.19;0.03;18.00;52.19;52.19;0.00;8.03;1231.00;0.31;117.00;985.00;1705.00;549.00;4.41;0.04;27.30;1.00;6.00;0.41;1.74;0.89;3.24;0.35;0.00;50.00;50.00;3.99;709.00;709.00;1.00;0.01;11.00;0.00;;;;false;;;;;;;;;;;
1011;1;LECHE DESCREMADA, EN POLVO, S/VIT A&D;3.00;362.00;36.16;0.77;0.50;0.20;0.03;20.00;51.98;51.98;0.00;7.93;1257.00;0.32;110.00;968.00;1794.00;535.00;4.08;0.04;27.30;1.00;7.00;0.42;1.55;0.95;3.57;0.36;0.00;50.00;50.00;4.03;6.00;6.00;1.00;0.00;0.00;0.10;;;;false;;;;;;;;;;;
1107;1;LECHE DESCREMADA, EVAPORADA, C/ VIT A&D. ENLAT.;79.00;78.00;7.55;0.20;0.12;0.06;0.01;4.00;11.35;11.35;0.00;1.50;290.00;0.29;27.00;195.00;332.00;115.00;0.90;0.02;2.50;1.00;1.00;0.05;0.31;0.17;0.74;0.06;0.00;9.00;9.00;0.24;118.00;118.00;0.00;0.00;2.00;0.00;;;;false;;;;;;;;;;;
1103;1;LECHE DESCREMADA, FLUIDA, C/VIT A&D;91.00;34.00;3.37;0.08;0.06;0.02;0.00;2.00;4.96;5.09;0.00;0.75;122.00;0.03;11.00;101.00;156.00;42.00;0.42;0.01;3.10;1.00;0.00;0.05;0.18;0.09;0.36;0.04;0.00;5.00;5.00;0.50;61.00;61.00;0.00;0.01;1.20;0.00;;;;false;;;;;;;;;;;
1104;1;LECHE DESCREMADA, FLUIDA, S/VIT A&D;91.00;34.00;3.37;0.08;0.05;0.02;0.00;2.00;4.96;5.09;0.00;0.75;122.00;0.03;11.00;101.00;156.00;42.00;0.42;0.01;3.10;1.00;0.00;0.05;0.18;0.09;0.36;0.04;0.00;5.00;5.00;0.50;2.00;1.00;7.00;0.01;0.00;0.00;;;;false;;;;;;;;;;;
1105;1;LECHE DESLACTOSADA (LALA), FLUIDA;;51.00;3.64;1.60;0.44;;;1.00;5.48;;;;132.00;0.00;15.00;;;60.00;1.48;;7.00;1.00;5.00;0.06;0.07;0.60;;0.08;16.00;;27.00;;80.00;;;1.40;0.72;;;;;false;;;;;;;;;;;
1106;1;LECHE DESLACTOSADA, BAJA EN GRASA (LALA), FLUIDA;;34.00;3.12;0.20;;;;;5.68;;;;112.00;0.90;16.00;;;62.00;;;;1.00;;0.10;0.13;1.24;;0.16;26.00;;43.00;0.16;66.00;;;;0.72;;;;;false;;;;;;;;;;;
1007;1;LECHE HUMANA, FLUIDA;88.00;45.00;1.00;1.50;1.01;0.74;0.19;4.00;6.90;;0.00;;32.00;0.10;3.00;;51.00;17.00;0.17;;;1.00;5.00;0.01;0.04;0.20;;0.01;;5.00;5.00;0.04;64.00;;;;;;;;;false;;;;;;;;;;;
1110;1;LECHE IMITACION, NO SOYA (LIQUIDO);90.00;46.00;1.60;2.00;0.25;0.48;1.17;0.00;5.30;5.30;0.00;1.10;82.00;0.10;1.00;100.00;150.00;55.00;0.10;0.02;1.80;1.00;0.00;0.00;0.00;0.10;;0.00;0.00;0.00;0.00;0.00;61.00;61.00;0.00;0.00;1.10;0.00;;;;false;;;;;;;;;;;
1015;1;LECHE INTEGRA (3,25% GRASA), FLUIDA, C/VIT D;88.00;61.00;3.15;3.25;1.87;0.81;0.20;10.00;4.80;5.05;0.00;0.67;113.00;0.03;10.00;84.00;132.00;43.00;0.37;0.03;3.70;1.00;0.00;0.05;0.17;0.09;0.37;0.04;0.00;5.00;5.00;0.45;46.00;45.00;7.00;0.07;1.30;0.30;;;;false;;;;;;;;;;;
1111;1;LECHE INTEGRA (3,25% GRASA), FLUIDA, S/VIT D;88.00;61.00;3.15;3.27;1.87;0.81;0.20;10.00;4.78;5.05;0.00;0.67;113.00;0.03;10.00;84.00;132.00;43.00;0.37;0.03;3.70;1.00;0.00;0.05;0.17;0.09;0.37;0.04;0.00;5.00;5.00;0.45;46.00;45.00;7.00;0.07;0.10;0.30;;;;false;;;;;;;;;;;
1016;1;LECHE INTEGRA, EN POLVO, C/VIT D;2.00;496.00;26.32;26.71;16.74;7.92;0.67;97.00;38.42;38.42;0.00;6.08;912.00;0.47;85.00;776.00;1330.00;371.00;3.34;0.08;16.30;1.00;9.00;0.28;1.21;0.65;2.27;0.30;0.00;37.00;37.00;3.25;258.00;253.00;55.00;0.58;10.50;2.20;;;;false;;;;;;;;;;;
1014;1;LECHE INTEGRA, EVAPORADA, C/VIT A, ENLAT.;74.00;134.00;6.81;7.56;4.59;2.34;0.25;29.00;10.04;;0.00;1.55;261.00;0.19;24.00;203.00;303.00;106.00;0.77;0.02;2.30;1.00;2.00;0.05;0.32;0.19;0.64;0.05;0.00;8.00;8.00;0.16;120.00;;;;;;;;;false;;;;;;;;;;;
1109;1;LECHE INTEGRA, EVAPORADA, S/VIT A, ENLAT.;74.00;135.00;6.81;7.56;4.59;2.34;0.25;29.00;10.04;10.04;0.00;1.55;261.00;0.19;24.00;203.00;303.00;106.00;0.77;0.02;2.30;1.00;2.00;0.05;0.32;0.19;0.64;0.05;0.00;8.00;8.00;0.16;65.00;64.00;15.00;0.16;0.10;0.60;;;;false;;;;;;;;;;;
1046;1;LECHE SEMIDESCREMADA (1% GRASA), FLUIDA, C/ VIT A& D;90.00;42.00;3.37;0.97;0.63;0.28;0.04;5.00;4.99;5.20;0.00;0.75;125.00;0.03;11.00;95.00;150.00;44.00;0.42;0.01;3.30;1.00;0.00;0.02;0.19;0.09;0.36;0.04;0.00;5.00;5.00;0.47;58.00;58.00;2.00;0.01;1.20;0.10;;;;false;;;;;;;;;;;
1010;1;LECHE SEMIDESCREMADA (2% GRASA), FLUIDA, C/ VIT A& D;89.00;50.00;3.30;1.98;1.26;0.56;0.07;8.00;4.80;5.06;0.00;0.71;120.00;0.02;11.00;92.00;140.00;47.00;0.48;0.01;2.50;1.00;0.00;0.04;0.19;0.09;0.36;0.04;0.00;5.00;5.00;0.53;55.00;55.00;4.00;0.03;1.20;0.20;;;;false;;;;;;;;;;;
1113;1;LECHE SEMIDESCREMADA (2% GRASA), FLUIDA, S/ VIT A& D;89.00;50.00;3.30;1.98;1.26;0.56;0.07;8.00;4.80;5.06;0.00;0.71;120.00;0.02;11.00;92.00;140.00;47.00;0.48;0.01;2.50;1.00;0.00;0.04;0.19;0.09;0.36;0.04;0.00;5.00;5.00;0.53;28.00;27.00;7.00;0.03;0.00;0.20;;;;false;;;;;;;;;;;
1108;1;LECHE SEMIDESCREMADA (2% GRASA), EVAPORADA, S/VIT A. ENLAT.;74.00;107.00;6.67;2.00;1.20;0.63;0.07;0.00;15.74;6.67;0.00;1.55;267.00;0.19;24.00;203.00;303.00;100.00;0.77;0.02;2.30;1.00;16.00;0.05;0.32;0.19;0.64;0.05;0.00;8.00;8.00;0.16;56.00;56.00;4.00;0.18;4.00;0.20;;;;false;;;;;;;;;;;
1047;1;LECHE SEMIDESCREMADA (2% GRASA), FLUIDA, S/ VIT A, FORT. PROT.;88.00;56.00;3.95;1.98;1.23;0.57;0.07;8.00;5.49;5.26;0.00;0.87;143.00;0.06;16.00;112.00;182.00;59.00;0.45;0.01;2.60;1.00;1.00;0.05;0.19;0.10;0.38;0.05;0.00;6.00;6.00;0.43;0.00;;3.00;0.04;1.00;0.10;;;;false;;;;;;;;;;;
1020;1;QUESO AMARILLO, PASTRZ & PROCES., PARA UNTAR;48.00;290.00;16.41;21.23;13.33;6.22;0.62;55.00;8.73;7.32;0.00;5.98;562.00;0.33;29.00;875.00;242.00;1625.00;2.59;0.03;11.30;1.00;0.00;0.05;0.43;0.13;0.69;0.12;0.00;7.00;7.00;0.40;173.00;168.00;55.00;0.19;0.40;1.80;;;;false;;;;;;;;;;;
6006;6;IGUANA O GARROBO, CARNE CRUDA;73.00;112.00;24.40;0.90;;;;;0.00;;0.00;1.80;25.00;3.40;;252.00;;;;;;0.30;0.00;0.05;0.24;8.20;;;;;;;68.00;;;;;;;;;false;;;;;;;;;;;
1048;1;QUESO AMARILLO, PASTRZ & PROCES., RODAJAS BAJO EN GRASA;59.00;180.00;24.60;7.00;4.41;2.01;0.22;35.00;3.50;0.59;0.00;6.00;684.00;0.43;24.00;827.00;180.00;1789.00;3.32;0.03;16.60;1.00;0.00;0.03;0.39;0.08;;0.08;0.00;9.00;9.00;0.77;57.00;55.00;18.00;0.27;0.10;2.70;;;;false;;;;;;;;;;;
1058;1;QUESO AMARILLO, PASTRZ & PROCES., RODAJAS C/PIMIENTO;39.00;375.00;22.13;31.20;19.66;8.94;0.99;94.00;1.73;0.62;0.10;5.84;614.00;0.42;22.00;744.00;162.00;915.00;2.98;0.03;14.50;1.00;2.00;0.03;0.35;0.08;0.49;0.07;0.00;8.00;8.00;0.70;244.00;231.00;150.00;0.29;0.50;2.90;;;;false;;;;;;;;;;;
1019;1;QUESO AMARILLO, PASTRZ & PROCES., RODAJAS C/VIT D;40.00;366.00;18.13;30.71;18.06;8.24;1.29;100.00;4.78;2.26;0.00;6.78;1045.00;0.63;26.00;641.00;132.00;1671.00;2.49;0.05;20.20;1.00;0.00;0.02;0.23;0.08;0.40;0.05;0.00;8.00;8.00;1.50;317.00;313.00;49.00;0.80;7.50;3.70;;;;false;;;;;;;;;;;
1114;1;QUESO AMARILLO, PASTRZ & PROCES., RODAJAS S/VIT D;40.00;371.00;18.13;31.79;18.06;8.24;1.29;100.00;3.70;2.26;0.00;6.78;1045.00;0.63;26.00;641.00;132.00;1671.00;2.49;0.05;20.20;1.00;0.00;0.02;0.23;0.08;0.40;0.05;0.00;8.00;8.00;1.50;250.00;243.00;80.00;0.80;0.60;2.60;;;;false;;;;;;;;;;;
1115;1;QUESO AMARILLO, TIPO AMERICANO, BAJO EN GRASA;65.00;126.00;21.05;0.00;0.00;0.00;0.00;26.00;10.53;5.26;0.00;2.95;789.00;0.00;115.00;316.00;393.00;1316.00;4.11;0.56;14.60;1.00;0.00;0.41;0.55;5.56;;0.57;0.00;9.00;9.00;1.85;56.00;55.00;3.00;0.27;0.10;0.20;;;;false;;;;;;;;;;;
1023;1;QUESO BLANCO FRESCO, LECHE DE CABRA;61.00;264.00;18.52;21.08;14.58;4.81;0.50;46.00;0.00;0.00;0.00;1.58;140.00;1.90;16.00;256.00;26.00;459.00;0.92;0.73;2.80;1.00;0.00;0.07;0.38;0.43;0.68;0.25;0.00;12.00;12.00;0.19;288.00;283.00;54.00;0.18;0.40;1.80;;;;false;;;;;;;;;;;
1031;1;QUESO BLANCO FRESCO, LECHE DESCREMADA;63.00;146.00;15.30;7.00;;;;;5.00;;0.00;;684.00;0.30;;;;;;;;1.00;0.00;0.02;0.24;0.10;;;;;;;70.00;;;;;;;;;false;;;;;;;;;;;
1029;1;QUESO BLANCO FRESCO, LECHE INTEGRA;51.00;299.00;18.09;23.82;12.94;5.97;1.11;69.00;2.98;2.32;0.00;3.68;566.00;0.20;24.00;385.00;129.00;751.00;2.58;0.03;19.30;1.00;0.00;0.04;0.17;0.03;0.36;0.08;0.00;7.00;7.00;1.68;224.00;221.00;41.00;0.37;2.70;1.00;;;;false;;;;;;;;;;;
1030;1;QUESO BLANCO FRESCO, LECHE SEMIDESCREMADA;54.00;254.00;24.26;15.92;10.11;4.51;0.47;64.00;2.77;1.13;0.00;3.27;782.00;0.22;23.00;463.00;84.00;619.00;2.76;0.03;14.40;1.00;0.00;0.02;0.30;0.11;0.08;0.07;0.00;9.00;9.00;0.82;127.00;124.00;41.00;0.14;0.30;1.60;;;;false;;;;;;;;;;;
